experiment_type,run_number,generations,best_score,generation_found,run_time_ms
incremental,26,10,9997469848,7,1343
incremental,27,10,9998469810,4,1350
incremental,28,10,9999469836,7,1360
incremental,29,10,9998469751,10,1334
incremental,30,10,9998469837,10,1354
incremental,31,10,9998469830,8,1376
incremental,32,10,9998469694,10,1386
incremental,33,10,9997469773,8,1341
incremental,34,10,9999469829,10,1376
incremental,35,10,9997469672,10,1351
incremental,36,10,9995469790,7,1348
incremental,37,10,9997469566,8,1336
incremental,38,10,9998469702,8,1342
incremental,39,10,9998469755,9,1361
incremental,40,10,9997469724,9,1357
incremental,41,10,9998469738,6,1336
incremental,42,10,9998469653,10,1347
incremental,43,10,9999469835,10,1340
incremental,44,10,9999469798,9,1342
incremental,45,10,9997469438,4,1443
incremental,46,10,9998469743,9,1366
incremental,47,10,9996469643,6,1362
incremental,48,10,9999469777,9,1364
incremental,49,10,9997469661,9,1353
incremental,0,15,9999469924,13,1784
incremental,1,15,9999469939,14,1832
incremental,2,15,9998469977,7,1794
incremental,3,15,9999469900,15,1792
incremental,4,15,9999469575,8,1772
incremental,5,15,9997469848,7,1756
incremental,6,15,9998469939,11,1746
incremental,7,15,9999469968,11,1747
incremental,8,15,9999469840,11,1751
incremental,9,15,9999470041,13,1753
incremental,10,15,9999469724,11,1764
incremental,11,15,9999469820,10,1751
incremental,12,15,9999470089,6,1745
incremental,13,15,9999469960,14,1789
incremental,14,15,9999469629,12,1751
incremental,15,15,9999469827,13,1746
incremental,16,15,9999469869,9,1755
incremental,17,15,9998469785,6,1786
incremental,18,15,9998469790,8,1803
incremental,19,15,9999469856,14,1754
incremental,20,15,9999469891,13,1802
incremental,21,15,9997469566,9,1742
incremental,22,15,9999469908,11,1749
incremental,23,15,9999470141,12,1751
incremental,24,15,9999469994,15,1746
incremental,25,15,9999469801,15,1741
incremental,26,15,9998469938,11,1957
incremental,27,15,9999469930,14,1775
incremental,28,15,9999469720,11,1741
incremental,29,15,9999469814,14,1758
incremental,30,15,9997469359,13,1760
incremental,31,15,9999469954,13,2195
incremental,32,15,9999469914,10,1869
incremental,33,15,9997469850,5,2462
incremental,34,15,9998469882,14,1884
incremental,35,15,9999470150,15,1814
incremental,36,15,9997469675,9,1787
incremental,37,15,9999469893,14,1743
incremental,38,15,9999469898,15,1844
incremental,39,15,9999470105,15,1910
incremental,40,15,9999469803,8,1807
incremental,41,15,9996469998,11,1763
incremental,42,15,9999469937,13,1755
incremental,43,15,9999469919,14,1722
incremental,44,15,9999469848,7,1721
incremental,45,15,9999469605,10,1730
incremental,46,15,9999469957,12,1717
incremental,47,15,9998469795,12,1761
incremental,48,15,9999469788,13,1719
incremental,49,15,9998469960,13,1746
incremental,0,20,9999469846,13,2125
incremental,1,20,9999469622,4,2174
incremental,2,20,9999470050,10,2147
incremental,3,20,9999469872,15,2133
incremental,4,20,9999469922,14,2120
incremental,5,20,9998469849,14,2126
incremental,6,20,9999469587,16,2135
incremental,7,20,9999470016,9,2132
incremental,8,20,9999469956,17,2130
incremental,9,20,9999469793,15,2130
incremental,10,20,9999469736,13,2162
incremental,11,20,9999470000,13,2132
incremental,12,20,9999469852,19,2224
incremental,13,20,9999469757,11,2213
incremental,14,20,9999469875,12,2132
incremental,15,20,9999470236,20,2126
incremental,16,20,9999469916,11,2138
incremental,17,20,9999470096,17,2129
incremental,18,20,9999469980,17,2135
incremental,19,20,9999469995,16,2136
incremental,20,20,9999469857,20,2181
incremental,21,20,9998469842,14,2142
incremental,22,20,9999469974,13,2680
incremental,23,20,9999470131,14,2168
incremental,24,20,9999470047,20,2466
incremental,25,20,9999469842,9,2162
incremental,26,20,9999469891,18,2131
incremental,27,20,9999469898,10,2231
incremental,28,20,9999469976,10,2269
incremental,29,20,9999470006,16,2122
incremental,30,20,9999469904,17,2128
incremental,31,20,9998469890,17,2137
incremental,32,20,9999469931,16,2309
incremental,33,20,9999469795,18,2476
incremental,34,20,9999469895,10,2215
incremental,35,20,9999469728,14,2211
incremental,36,20,9999470139,17,2162
incremental,37,20,9999469801,9,2159
incremental,38,20,9999470056,16,2163
incremental,39,20,9999469967,14,2158
incremental,40,20,9999469665,9,2232
incremental,41,20,9999469562,17,2179
incremental,42,20,9999470027,19,2215
incremental,43,20,9999470317,14,2174
incremental,44,20,9999470043,20,2147
incremental,45,20,9999470256,20,2147
incremental,46,20,9999469777,14,2174
incremental,47,20,9999470169,17,2166
incremental,48,20,9999469913,19,2155
incremental,49,20,9999469947,15,2153
incremental,0,25,9999470188,17,2584
incremental,1,25,9999469884,19,2581
incremental,2,25,9999469907,7,2587
incremental,3,25,9999470105,23,2583
incremental,4,25,9999470116,16,2584
incremental,5,25,9999469841,22,2588
incremental,6,25,9999469928,20,2623
incremental,7,25,9999470073,14,2593
incremental,8,25,9998469817,14,2596
incremental,9,25,9999469943,24,2603
incremental,10,25,9998469999,18,2603
incremental,11,25,9999469825,22,2573
incremental,12,25,9999470049,23,2605
incremental,13,25,9999469856,15,2601
incremental,14,25,9999469903,10,2610
incremental,15,25,9999470140,17,2585
incremental,16,25,9999470029,18,2576
incremental,17,25,9999469900,15,2573
incremental,18,25,9999469990,20,2572
incremental,19,25,9999470002,11,2575
incremental,20,25,9999470096,23,2575
incremental,21,25,9999469871,24,2593
incremental,22,25,9999470006,11,2582
incremental,23,25,9999470211,13,2581
incremental,24,25,9999469880,13,2580
incremental,25,25,9999469826,15,2579
incremental,26,25,9999470112,17,2584
incremental,27,25,9999470101,24,2581
incremental,28,25,9999470055,9,2576
incremental,29,25,9999469924,20,2589
incremental,30,25,9999470067,25,2590
incremental,31,25,9999469837,22,2581
incremental,32,25,9999470020,24,2578
incremental,33,25,9999469720,24,2592
incremental,34,25,9999469685,17,2591
incremental,35,25,9999469870,6,2594
incremental,36,25,9999470019,23,2651
incremental,37,25,9999469943,18,2577
incremental,38,25,9999470025,22,2585
incremental,39,25,9999469718,24,2582
incremental,40,25,9999469777,11,2577
incremental,41,25,9999469893,15,2591
incremental,42,25,9999469757,13,2655
incremental,43,25,9999470100,22,2574
incremental,44,25,9999469931,12,2581
incremental,45,25,9999469787,15,2583
incremental,46,25,9999469934,21,2577
incremental,47,25,9999470077,11,2576
incremental,48,25,9999469868,19,2579
incremental,49,25,9999469782,21,2581
incremental,0,30,9999469841,28,2995
incremental,1,30,9999470243,23,2992
incremental,2,30,9999470064,23,3000
incremental,3,30,9999469897,29,3018
incremental,4,30,9999470104,21,2994
incremental,5,30,9999470171,16,3031
incremental,6,30,9999470251,15,3095
incremental,7,30,9999469981,14,3086
incremental,8,30,9999469963,12,3061
incremental,9,30,9999470032,9,3004
incremental,10,30,9999470013,21,3009
incremental,11,30,9999469969,11,3063
incremental,12,30,9999469885,23,2993
incremental,13,30,9999470056,19,3008
incremental,14,30,9999470112,26,2993
incremental,15,30,9999470097,27,2992
incremental,16,30,9999469977,21,2995
incremental,17,30,9999470160,24,3001
incremental,18,30,9999469890,25,2998
incremental,19,30,9998470084,21,3014
incremental,20,30,9999469977,27,3010
incremental,21,30,9999469949,18,3003
incremental,22,30,9999470111,23,3000
incremental,23,30,9999470038,15,3015
incremental,24,30,9999469831,9,3000
incremental,25,30,9999470049,18,2999
incremental,26,30,9999470280,17,3046
incremental,27,30,9999469935,24,3022
incremental,28,30,9999470040,23,3064
incremental,29,30,9999470060,16,3002
incremental,30,30,9998469819,10,2998
incremental,31,30,9999470017,26,2998
incremental,32,30,9999469921,22,3014
incremental,33,30,9999470193,15,3001
incremental,34,30,9999469903,22,2995
incremental,35,30,9999470037,12,2993
incremental,36,30,9999469989,24,2995
incremental,37,30,9999469876,13,3000
incremental,38,30,9999469810,18,2984
incremental,39,30,9999470055,17,3027
incremental,40,30,9999470100,27,2991
incremental,41,30,9999470170,27,2994
incremental,42,30,9999469868,21,3007
incremental,43,30,9999470110,15,3060
incremental,44,30,9999470001,15,3068
incremental,45,30,9999470088,28,3015
incremental,46,30,9999470000,11,2996
incremental,47,30,9999469669,9,3001
incremental,48,30,9999469928,16,3025
incremental,49,30,9999469790,23,2999
incremental,0,35,9999469913,23,3449
incremental,1,35,9999469909,35,3445
incremental,2,35,9999469973,13,3406
incremental,3,35,9999469937,30,3417
incremental,4,35,9999470110,13,3418
incremental,5,35,9999469963,11,3409
incremental,6,35,9999469944,16,3404
incremental,7,35,9999470086,26,3419
incremental,8,35,9999470028,19,3399
incremental,9,35,9999469974,15,3458
incremental,10,35,9999469871,11,3478
incremental,11,35,9999470012,20,3479
incremental,12,35,9999469974,15,3449
incremental,13,35,9999469716,27,3485
incremental,14,35,9999939652,31,3469
incremental,15,35,9999469751,19,3469
incremental,16,35,9999469960,33,3466
incremental,17,35,9999469850,12,3488
incremental,18,35,9999470203,33,3474
incremental,19,35,9999469844,23,3483
incremental,20,35,9999470061,16,3457
incremental,21,35,9999470114,31,3459
incremental,22,35,9999470158,11,3516
incremental,23,35,9999470027,27,3466
incremental,24,35,9999470058,20,3520
incremental,25,35,9999470018,19,3464
incremental,26,35,9999469977,18,3481
incremental,27,35,9999469822,18,3466
incremental,28,35,9999469935,14,3458
incremental,29,35,9999469979,9,3475
incremental,30,35,9999470087,24,3480
incremental,31,35,9999469901,19,3484
incremental,32,35,9999470042,12,3486
incremental,33,35,9999470118,24,3499
incremental,34,35,9999470135,17,3466
incremental,35,35,9999470099,18,3515
incremental,36,35,9999470111,18,3482
incremental,37,35,9999469969,16,3455
incremental,38,35,9999469967,24,3475
incremental,39,35,9999469982,14,3462
incremental,40,35,9999469923,10,3466
incremental,41,35,9999469879,35,3458
incremental,42,35,9999470042,32,3457
incremental,43,35,9999469981,9,3471
incremental,44,35,9999469950,13,3464
incremental,45,35,9999469823,16,3488
incremental,46,35,9999470118,16,3625
incremental,47,35,9999469924,29,3611
incremental,48,35,9999469835,14,3450
incremental,49,35,9999469942,30,3489
incremental,0,40,9999939792,39,3969
incremental,1,40,9999470099,21,3894
incremental,2,40,9999469684,16,3987
incremental,3,40,9999469886,26,3892
incremental,4,40,9999469965,18,3958
incremental,5,40,9999469898,15,3927
incremental,6,40,9999469912,21,3885
incremental,7,40,9998469978,30,3886
incremental,8,40,9999470117,11,3948
incremental,9,40,9999470013,17,3898
incremental,10,40,9999470109,13,3960
incremental,11,40,9999469920,35,3911
incremental,12,40,9999470098,18,3898
incremental,13,40,9999470253,17,3925
incremental,14,40,9999470078,19,3890
incremental,15,40,9999470113,29,3905
incremental,16,40,9999469855,13,3873
incremental,17,40,9999470104,21,3915
incremental,18,40,9999470132,39,3900
incremental,19,40,9999470072,16,3896
incremental,20,40,9999470066,38,3902
incremental,21,40,9999469944,15,3905
incremental,22,40,9999469929,31,3936
incremental,23,40,9999939694,40,3898
incremental,24,40,9999470131,38,3868
incremental,25,40,9999469852,23,3891
incremental,26,40,9999470071,17,3911
incremental,27,40,9999470148,26,4083
incremental,28,40,9999469901,14,4203
incremental,29,40,9999469970,23,4203
incremental,30,40,9999469878,18,4374
incremental,31,40,9999470095,30,3971
incremental,32,40,9999469894,19,4459
incremental,33,40,9999470000,28,3914
incremental,34,40,9999469760,18,3812
incremental,35,40,9999470228,15,3825
incremental,36,40,9999469824,16,4347
incremental,37,40,9999469946,22,4220
incremental,38,40,9999470250,24,4210
incremental,39,40,9999469830,23,4830
incremental,40,40,9999470178,17,4430
incremental,41,40,9999469885,22,4586
incremental,42,40,9999469920,12,4418
incremental,43,40,9999469984,15,4736
incremental,44,40,9999470009,20,3958
incremental,45,40,9999469902,20,4194
incremental,46,40,9999470137,16,3870
incremental,47,40,9999939819,39,4006
incremental,48,40,9999469836,16,3794
incremental,49,40,9999939847,39,3861
incremental,0,45,9999469863,17,4200
incremental,1,45,9999470047,17,4194
incremental,2,45,9999470036,12,4349
incremental,3,45,9999470020,40,4236
incremental,4,45,9999469722,14,4656
incremental,5,45,9999470009,13,5367
incremental,6,45,9999469911,14,4321
incremental,7,45,9999470130,10,4434
incremental,8,45,9999470001,17,4346
incremental,9,45,9999939816,42,4321
incremental,10,45,9999469962,19,4328
incremental,11,45,9999469894,8,4366
incremental,12,45,9999470062,10,4269
incremental,13,45,9999469978,10,4271
incremental,14,45,9999469937,27,4295
incremental,15,45,9999470095,9,4254
incremental,16,45,9999470113,30,4265
incremental,17,45,9999469904,28,4275
incremental,18,45,9999470005,18,4267
incremental,19,45,9999939525,44,4302
incremental,20,45,9999469773,16,4305
incremental,21,45,9999469951,25,4260
incremental,22,45,9999940147,42,4277
incremental,23,45,9999470011,33,4269
incremental,24,45,9999470065,22,4280
incremental,25,45,9999939741,34,4337
incremental,26,45,9999469950,12,4254
incremental,27,45,9999470022,10,4408
incremental,28,45,9999939691,45,4269
incremental,29,45,9999939909,45,4288
incremental,30,45,9999939228,38,4277
incremental,31,45,9999469491,20,4277
incremental,32,45,9999470089,34,4299
incremental,33,45,9999939545,39,4284
incremental,34,45,9999469864,22,4267
incremental,35,45,9999939810,36,4263
incremental,36,45,9999470037,11,4304
incremental,37,45,9999470159,31,4262
incremental,38,45,9999939712,43,4319
incremental,39,45,9999470193,34,4313
incremental,40,45,9999470307,21,4272
incremental,41,45,9999469993,24,4276
incremental,42,45,9999469953,11,4278
incremental,43,45,9999469999,22,4294
incremental,44,45,9999470147,31,4310
incremental,45,45,9999470066,28,4277
incremental,46,45,9999470262,34,4296
incremental,47,45,9999939761,45,4324
incremental,48,45,9999939562,45,4296
incremental,49,45,9999470218,22,4276
incremental,0,50,9999940033,46,4683
incremental,1,50,9999939395,46,4677
incremental,2,50,9999939665,50,4686
incremental,3,50,9999470377,22,4713
incremental,4,50,9999939635,50,4692
incremental,5,50,9999940098,47,4680
incremental,6,50,9999470246,17,4704
incremental,7,50,9999939651,48,4687
incremental,8,50,9999939714,49,4689
incremental,9,50,9999469992,20,4691
incremental,10,50,9999470021,23,4690
incremental,11,50,9999939738,44,4694
incremental,12,50,9999470127,10,4693
incremental,13,50,9999939502,45,4693
incremental,14,50,9999470000,30,4675
incremental,15,50,9999940108,50,4765
incremental,16,50,9999939848,44,4677
incremental,17,50,9999939549,45,4672
incremental,18,50,9999940025,41,4674
incremental,19,50,9999469991,26,4687
incremental,20,50,9999469932,40,4681
incremental,21,50,9999470126,31,4667
incremental,22,50,9999939942,46,4694
incremental,23,50,9999470059,24,4728
incremental,24,50,9999470141,15,5575
incremental,25,50,9999939743,45,5239
incremental,26,50,9999940120,48,5278
incremental,27,50,9999470191,30,5041
incremental,28,50,9999469943,41,5126
incremental,29,50,9999469889,22,4967
incremental,30,50,9999939698,44,4976
incremental,31,50,9999470069,23,4687
incremental,32,50,9999939414,50,4744
incremental,33,50,9999470214,25,4832
incremental,34,50,9999940054,50,4690
incremental,35,50,9999939786,37,4758
incremental,36,50,9999470183,13,4684
incremental,37,50,9999469859,20,4731
incremental,38,50,9999939732,42,4705
incremental,39,50,9999939618,50,4719
incremental,40,50,9999939899,45,4747
incremental,41,50,9999940030,38,4683
incremental,42,50,9999939444,47,4677
incremental,43,50,9999470109,25,4697
incremental,44,50,9999469810,32,4676
incremental,45,50,9999939978,45,4680
incremental,46,50,9999939733,44,4686
incremental,47,50,9999939772,47,4685
incremental,48,50,9999470002,20,4695
incremental,49,50,9999470182,25,4683
incremental,0,55,9999939791,41,5116
incremental,1,55,9999939606,46,5102
incremental,2,55,9999939763,50,5093
incremental,3,55,9999940175,53,5121
incremental,4,55,9999940047,48,5115
incremental,5,55,9999470184,19,5172
incremental,6,55,9999469922,20,5108
incremental,7,55,9999939981,40,5089
incremental,8,55,9999939757,55,5094
incremental,9,55,9999469904,11,5096
incremental,10,55,9999939528,47,5093
incremental,11,55,9999470100,23,5111
incremental,12,55,9999469777,19,5135
incremental,13,55,9999940378,37,5124
incremental,14,55,9999470080,32,5082
incremental,15,55,9999939377,45,5082
incremental,16,55,9999469970,22,5081
incremental,17,55,9999939846,50,5079
incremental,18,55,9999470056,24,5119
incremental,19,55,9999469981,29,5087
incremental,20,55,9999939966,54,5162
incremental,21,55,9999939796,54,5163
incremental,22,55,9999939689,53,5270
incremental,23,55,9999940144,48,5095
incremental,24,55,9999940015,54,5113
incremental,25,55,9999470105,8,5101
incremental,26,55,9999939956,45,5089
incremental,27,55,9999470225,19,5116
incremental,28,55,9999939869,47,5100
incremental,29,55,9999939979,44,5092
incremental,30,55,9999940005,45,5097
incremental,31,55,9999939837,51,5094
incremental,32,55,9999940006,43,5162
incremental,33,55,9999470022,16,5132
incremental,34,55,9999939895,52,5080
incremental,35,55,9999939723,55,5421
incremental,36,55,9999939543,55,5512
incremental,37,55,9999939767,54,5194
incremental,38,55,9999939798,52,5132
incremental,39,55,9999470053,26,5079
incremental,40,55,9999939304,45,5030
incremental,41,55,9999939855,47,5479
incremental,42,55,9999939951,41,5188
incremental,43,55,9999469969,19,5342
incremental,44,55,9999939835,54,5220
incremental,45,55,9999939724,51,5559
incremental,46,55,9999939869,44,5284
incremental,47,55,9999939732,49,5167
incremental,48,55,9999940364,43,4981
incremental,49,55,9999469984,21,5501
incremental,0,60,9999939929,56,5484
incremental,1,60,9999940045,55,5504
incremental,2,60,9999939906,49,5474
incremental,3,60,9999940097,41,5836
incremental,4,60,9999470045,11,6020
incremental,5,60,9999940074,44,5414
incremental,6,60,9999939922,50,5426
incremental,7,60,9999939621,46,5442
incremental,8,60,9999470052,16,5475
incremental,9,60,9999469955,12,5684
incremental,10,60,9999939755,56,5536
incremental,11,60,9999940184,57,5738
incremental,12,60,9999939716,56,5776
incremental,13,60,9999469826,10,6094
incremental,14,60,9999939885,58,5835
incremental,15,60,9999940162,37,5891
incremental,16,60,9999939949,54,6778
incremental,17,60,9999470064,25,5778
incremental,18,60,9999939986,59,5605
incremental,19,60,9999940176,60,5506
incremental,20,60,9999469884,8,5668
incremental,21,60,9999939731,56,5550
incremental,22,60,9999940036,57,5512
incremental,23,60,9999940056,41,5523
incremental,24,60,9999939935,60,5510
incremental,25,60,9999939674,44,5519
incremental,26,60,9999939589,57,5500
incremental,27,60,9999939764,52,5498
incremental,28,60,9999939423,45,5509
incremental,29,60,9999939959,55,5524
incremental,30,60,9999470120,33,5521
incremental,31,60,9999939975,47,5535
incremental,32,60,9999939776,59,5547
incremental,33,60,9999940036,56,5510
incremental,34,60,9999939900,58,5509
incremental,35,60,9999939731,57,5508
incremental,36,60,9999940119,52,5493
incremental,37,60,9999940329,39,5487
incremental,38,60,9999470041,38,5501
incremental,39,60,9999469732,15,5514
incremental,40,60,9999939691,46,5870
incremental,41,60,9999939833,54,5442
incremental,42,60,9999469867,32,5459
incremental,43,60,9999940057,47,5424
incremental,44,60,9999939859,54,5429
incremental,45,60,9999939539,57,5515
incremental,46,60,9999939928,56,5460
incremental,47,60,9999939528,32,5435
incremental,48,60,9999939704,52,5427
incremental,49,60,9999939502,54,5365
incremental,0,65,9999940334,57,6018
incremental,1,65,9999940044,64,6223
incremental,2,65,9999940028,63,6124
incremental,3,65,9999939854,61,6150
incremental,4,65,9999469930,6,6212
incremental,5,65,9999939935,51,6321
incremental,6,65,9999939864,64,6155
incremental,7,65,9999940259,64,5887
incremental,8,65,9999939830,55,6222
incremental,9,65,9999939954,45,6402
incremental,10,65,9999939800,57,5831
incremental,11,65,9998939767,53,5848
incremental,12,65,9999939948,35,6660
incremental,13,65,9999939849,52,7076
incremental,14,65,9999940211,62,5947
incremental,15,65,9999939732,57,5994
incremental,16,65,9999469696,12,6052
incremental,17,65,9999940123,61,6094
incremental,18,65,9999940035,64,6000
incremental,19,65,9999940334,65,5928
incremental,20,65,9999940248,60,5930
incremental,21,65,9999939288,48,5893
incremental,22,65,9999939594,58,5915
incremental,23,65,9999939962,59,5955
incremental,24,65,9999939610,51,5947
incremental,25,65,9999940033,62,5892
incremental,26,65,9999940130,65,5893
incremental,27,65,9999940214,57,5911
incremental,28,65,9999939720,57,5912
incremental,29,65,9999939825,61,5900
incremental,30,65,9999469943,10,5926
incremental,31,65,9999940324,64,5906
incremental,32,65,9999940003,58,5906
incremental,33,65,9999939886,59,5915
incremental,34,65,9999469891,23,5924
incremental,35,65,9999939826,51,6576
incremental,36,65,9999940129,62,6380
incremental,37,65,9999939614,49,6089
incremental,38,65,9999939866,47,6375
incremental,39,65,9999470174,23,6291
incremental,40,65,9999940014,62,6397
incremental,41,65,9999939956,65,6297
incremental,42,65,9999939589,52,5952
incremental,43,65,9999940035,48,6224
incremental,44,65,9999939746,61,6389
incremental,45,65,9999470243,28,5958
incremental,46,65,9999939900,60,5879
incremental,47,65,9999939569,57,6724
incremental,48,65,9999940078,51,6248
incremental,49,65,9999939990,57,6181
incremental,0,70,9999940177,70,6446
incremental,1,70,9999939985,63,6336
incremental,2,70,9999940090,49,6453
incremental,3,70,9999940010,56,6308
incremental,4,70,9999940095,43,6336
incremental,5,70,9999940318,54,6320
incremental,6,70,9999940376,43,6435
incremental,7,70,9999940388,67,6310
incremental,8,70,9999940001,63,6391
incremental,9,70,9999939644,61,6392
incremental,10,70,9999940233,62,6355
incremental,11,70,9999940060,66,6321
incremental,12,70,9999469567,18,6398
incremental,13,70,9999940037,67,6318
incremental,14,70,9999940251,57,6323
incremental,15,70,9999940181,63,6338
incremental,16,70,9999939883,61,6325
incremental,17,70,9999940166,60,6333
incremental,18,70,9999940109,57,6534
incremental,19,70,9999940595,48,6669
incremental,20,70,9999940413,63,6408
incremental,21,70,9999939792,44,6368
incremental,22,70,9999939809,47,6352
incremental,23,70,9999939945,55,7318
incremental,24,70,9999940505,64,7036
incremental,25,70,9999939928,70,6468
incremental,26,70,9999939684,68,6365
incremental,27,70,9999939954,66,6371
incremental,28,70,9999939934,69,6439
incremental,29,70,9999940070,55,6323
incremental,30,70,9999940063,42,6339
incremental,31,70,9998940022,55,6318
incremental,32,70,9999939801,48,6357
incremental,33,70,9999940156,61,6334
incremental,34,70,9999470233,34,6362
incremental,35,70,9999940103,69,6317
incremental,36,70,9999469853,24,6354
incremental,37,70,9999940146,41,6324
incremental,38,70,9999469828,22,6330
incremental,39,70,9999940134,64,6335
incremental,40,70,9999939715,55,6330
incremental,41,70,9999939992,59,6323
incremental,42,70,9999940090,51,6350
incremental,43,70,9999469915,30,6314
incremental,44,70,9999940139,68,6589
incremental,45,70,9999939877,45,6715
incremental,46,70,9999940574,66,6574
incremental,47,70,9999470277,24,6986
incremental,48,70,9999940309,48,6800
incremental,49,70,9999940321,53,6663
incremental,0,75,9999939826,74,7212
incremental,1,75,9999940104,75,6822
incremental,2,75,9999939937,72,7694
incremental,3,75,9999939992,55,6811
incremental,4,75,9999939995,74,6835
incremental,5,75,9999940394,65,6856
incremental,6,75,9999939707,72,6780
incremental,7,75,9999469977,19,6782
incremental,8,75,9999940093,46,6736
incremental,9,75,9999940024,52,6782
incremental,10,75,9999940031,55,6772
incremental,11,75,9999939646,69,6750
incremental,12,75,9999940210,70,6742
incremental,13,75,9999940030,64,6730
incremental,14,75,9999940110,68,6753
incremental,15,75,9999940145,67,6739
incremental,16,75,9999940143,52,6739
incremental,17,75,9999939812,62,6737
incremental,18,75,9999939834,53,6783
incremental,19,75,9999940085,59,6763
incremental,20,75,9999940333,73,6774
incremental,21,75,9999939936,53,6759
incremental,22,75,9999939884,72,7101
incremental,23,75,9999940085,48,6749
incremental,24,75,9999939437,46,6656
incremental,25,75,9999940011,69,6844
incremental,26,75,9999940119,73,6701
incremental,27,75,9999939826,65,7399
incremental,28,75,9999939951,71,7099
incremental,29,75,9999940135,73,6688
incremental,30,75,9999940044,49,7950
incremental,31,75,9999940161,71,7310
incremental,32,75,9999940167,67,6855
incremental,33,75,9999940485,63,6834
incremental,34,75,9999940029,63,6789
incremental,35,75,9999939831,53,6794
incremental,36,75,9999940276,53,6782
incremental,37,75,9999940183,74,6759
incremental,38,75,9999939874,55,6733
incremental,39,75,9999940405,61,6911
incremental,40,75,9999940268,65,7470
incremental,41,75,9999940100,75,6805
incremental,42,75,9999939514,47,6842
incremental,43,75,9999940378,73,6760
incremental,44,75,9999940148,74,6909
incremental,45,75,9999939902,56,6758
incremental,46,75,9999939892,68,6781
incremental,47,75,9999940087,70,6751
incremental,48,75,9999940068,55,6770
incremental,49,75,9999940300,65,6810
incremental,0,80,9999940181,46,7213
incremental,1,80,9999940083,64,7154
incremental,2,80,9999940195,52,7166
incremental,3,80,9999940490,80,7137
incremental,4,80,9999940218,75,7912
incremental,5,80,9999940069,72,7208
incremental,6,80,9999939942,60,7220
incremental,7,80,9999940168,72,7240
incremental,8,80,9999939909,74,7167
incremental,9,80,9999940045,77,7264
incremental,10,80,9999939757,73,7195
incremental,11,80,9999939451,52,7185
incremental,12,80,9999940245,74,7187
incremental,13,80,9999940004,60,7179
incremental,14,80,9999940107,68,7275
incremental,15,80,9999940021,52,7178
incremental,16,80,9999939842,47,7182
incremental,17,80,9999940091,80,7177
incremental,18,80,9999940208,65,7167
incremental,19,80,9999940236,71,7156
incremental,20,80,9999940221,58,7171
incremental,21,80,9999940003,79,7228
incremental,22,80,9999939927,63,7197
incremental,23,80,9999939664,48,7527
incremental,24,80,9999940029,60,7810
incremental,25,80,9999939995,61,7197
incremental,26,80,9999940096,64,7197
incremental,27,80,9999940250,69,7183
incremental,28,80,9999940377,62,7216
incremental,29,80,9999940054,79,7175
incremental,30,80,9999940103,59,7184
incremental,31,80,9999940002,52,7208
incremental,32,80,9999940093,77,7194
incremental,33,80,9999939882,60,7163
incremental,34,80,9999940176,46,7293
incremental,35,80,9999940033,54,7172
incremental,36,80,9999940291,72,7153
incremental,37,80,9999940112,73,7161
incremental,38,80,9999940078,52,7176
incremental,39,80,9999940170,72,7168
incremental,40,80,9999940290,48,7181
incremental,41,80,9999940028,73,7170
incremental,42,80,9999940113,78,7421
incremental,43,80,9999940055,76,7622
incremental,44,80,9999939858,51,7585
incremental,45,80,9999939890,66,7709
incremental,46,80,9999939995,77,7784
incremental,47,80,9999940386,56,7103
incremental,48,80,9999940215,72,7254
incremental,49,80,9999940176,63,7531
incremental,0,85,9999939929,77,7823
incremental,1,85,9999939981,82,7962
incremental,2,85,9999939893,69,8085
incremental,3,85,9999939974,69,7482
incremental,4,85,9999940174,79,7882
incremental,5,85,9999940418,68,8148
incremental,6,85,9999939925,68,7470
incremental,7,85,9999939921,60,8043
incremental,8,85,9999939996,64,8035
incremental,9,85,9999940305,63,7651
incremental,10,85,9999939877,84,7984
incremental,11,85,9999940229,68,8788
incremental,12,85,9999939943,61,7712
incremental,13,85,9999939812,48,7847
incremental,14,85,9999940129,68,7715
incremental,15,85,9999939968,73,7660
incremental,16,85,9999940375,73,7607
incremental,17,85,9999469975,13,7558
incremental,18,85,9999940084,77,7713
incremental,19,85,9999939821,51,7704
incremental,20,85,9999940037,62,7660
incremental,21,85,9999940117,71,7607
incremental,22,85,9999940110,49,7641
incremental,23,85,9999940234,74,7638
incremental,24,85,9999940042,69,7580
incremental,25,85,9999940272,61,7561
incremental,26,85,9999940013,67,7593
incremental,27,85,9999939798,79,7604
incremental,28,85,9999940301,67,8014
incremental,29,85,9999939975,83,8214
incremental,30,85,9999939985,77,7683
incremental,31,85,9999940232,62,7646
incremental,32,85,9999940246,82,7635
incremental,33,85,9999939815,83,7617
incremental,34,85,9999940330,76,7573
incremental,35,85,9999940017,79,7588
incremental,36,85,9999939921,80,7617
incremental,37,85,9999940134,55,7692
incremental,38,85,9999939910,66,7645
incremental,39,85,9999940477,83,7579
incremental,40,85,9999940212,60,7569
incremental,41,85,9999940200,76,7570
incremental,42,85,9999939965,78,7608
incremental,43,85,9999939366,57,7690
incremental,44,85,9999940346,75,7568
incremental,45,85,9999940248,84,7797
incremental,46,85,9999939815,51,7945
incremental,47,85,9999940013,63,7998
incremental,48,85,9999939962,64,7682
incremental,49,85,9999939945,50,8276
incremental,0,90,9999940459,55,8667
incremental,1,90,9999940086,80,8738
